id	npc_id	npc_level	affiliated_area_id	loc_x	loc_y	loc_z	raid_desc
96	25229	75	97	137568.00000000	-19488.00000000	-3552.00000000	u,風龍--林德拜爾的手下。在龍和諸神的戰爭中，因受到重傷而躲在森林深處裡沉睡著。最近牠感受到從傲慢之塔散發出來的席琳之力而甦醒。牠比一般的飛龍小一點，但因為牠的移動速度相當快，所以有時會被誤認為風龍。\0
97	25230	57	67	66672.00000000	46704.00000000	-3920.00000000	u,年輕時領導提瑪克獸人，成立現今提瑪克前哨基地的英雄。靠著圖騰的力量，擁有比一般的提瑪克獸人更長的壽命，並且擔任所有提瑪克獸人的首領。\0
98	25233	69	97	185800.00000000	-26500.00000000	-2000.00000000	u,在艾爾摩和亞丁戰爭時，擔任毀壞的城堡司令官。他在戰爭中犯下大錯，讓來訪的艾爾摩朋友進入城堡內，結果因為那朋友在井裡下毒，使他失去了城堡和人民，無法解除遭受背叛的憤怒，死後冤魂仍在毀壞的城堡附近遊蕩。\0
99	25234	60	16	120080.00000000	111248.00000000	-3047.00000000	u,奇異飛龍的首領。他是個最古老的奇異飛龍，而且一直都讓眾多的獵人遭受挫折。如果說獵人村莊的歷史是由獵人和他之間的戰鬥所編織而成的，那麼這種說法一點也不誇張。他曾和成千上萬的獵人對戰過並擊敗了他們，因此憎恨所有的獵人。\0
100	25235	72	180	116400.00000000	-62528.00000000	-3264.00000000	u,巴諾爾賽勒諾斯族的族長。亞丁城東部「榮耀的平原」的主人。在統一王拉烏爾時代，他和人類簽訂和平條約，喜歡田園式的生活，但到了戰亂的時代，他拿起刀刃，聚集巴諾爾勒諾斯族準備作戰。他們民族性愛好和平而討厭戰鬥，是不會侵害周圍其他生命的善良一族，但是卻有傳聞指出，統一王拉烏爾會急於提出簽署和平條約，是因為害怕坎德拉超群的劍術實力。\0
101	25238	59	97	155000.00000000	85400.00000000	-3200.00000000	u,看守鏡之森林東南方河邊的龍。本來是鏡之森林的亡靈，但懇求咒術士伊索後，被復活而成為了龍。受到伊索的命令，不允許任何外來者入侵蜥蜴人的領土，一分一秒從未懈怠過。\0
102	25241	55	97	165984.00000000	88048.00000000	-2384.00000000	u,哈里特蜥蜴人最偉大的戰士。擁有沉默寡言、剛毅堅強的性格，只要是他負責的任務，他會絕不放棄而堅持到底，是個完美主義者。身負守護聖地的職責，保衛著哈里特蜥蜴人的聖地「昂赫瀑布」，擊退了許多的怪物和惡魔們。\0
103	25244	75	97	171880.00000000	54868.00000000	-5992.00000000	u,在巨人洞穴裡被發現的「退化的下巨人」。然而因為他擁有超強的戰鬥能力，學者們懷疑他並非退化的下巨人，而是真正的下巨人，所以將他取名為下巨人歐克斯。\0
104	25245	78	97	188809.00000000	47780.00000000	-5968.00000000	u,在巨人洞穴的深處，保護巨人聖物「巨人神像」的人。那個神像到底具有何種意義，為什麼讓他抱著必死的決心保護神像，至今仍無法得知真正的原因。\0
105	25248	72	97	127903.00000000	-13399.00000000	-3720.00000000	u,在古戰場上遊蕩的不死生物們的統帥。過去他曾率領被稱為「死亡之刃」的部隊，屠殺一切可見的敵軍。因為貴族們害怕他的瘋狂性格，使得他遭到彈劾而被貶職，之後在某次戰役中，他和他的部隊被當作誘餌而戰死沙場。然而即使死去，也無法抑制他殺戮的欲望。他使用黑魔法讓自己的部隊復活成為不死生物。現在也因為他的威脅，使國境守衛隊陷入緊張的局面。\0
106	25249	75	97	147104.00000000	-20560.00000000	-3377.00000000	u,在燃燒的沼澤附近出沒的怪異植物。有傳聞指出巴爾塔奴斯是伊波斯的初期失敗作品，自伊波斯從煉獄上來之後，因他的影響力與魔法不及哈勒特，所以無法將高度進化的怪物收為部下。但是向哈勒特提出請求又有損顏面，據說因此創造了型態較為單純的怪物。但若忽視巴爾塔奴斯具有的怪力而小看他的話，可能會有生命危險。\0
107	25252	70	97	192376.00000000	22087.00000000	-3608.00000000	u,保護席琳封印的帕力巴提女王。在諸神的戰爭時，席琳生下的魔物之一，她的權能幾乎能與死亡之王相比。召喚亡者和惡魔，然後把他們當作僕人使喚，就連下級惡魔「魅魔」也能將之當作侍女差遣。根據帕力巴提族的席琳祭司「希瑟雷蒙」所說，提米絲是魔物女王席琳留在這塊土地上的碎片。\0
108	25255	65	97	170048.00000000	-24896.00000000	-3440.00000000	u,聽說是翼魔中最早出生的翼魔「古代翼魔」的首領。在諸神的戰爭時，率領古代翼魔站在席琳的一方，和諸神戰鬥而慘敗，現在藏身於忘卻平原中。等待魔物之母席琳復活，而準備伺機復仇。 \0
109	25256	60	97	170320.00000000	42640.00000000	-4832.00000000	u,為了奪取亞丁城，佔領國立墓地作為前哨基地的泰可獸人大軍長。只率領了少數的精英和補給部隊，企圖速戰速決，但因與事先佔領巢穴的其他怪物有利害關係，因而進退兩難。憎恨著擊退古代半獸人部族而使王國滅亡的人類。 \0
110	25259	55	16	42050.00000000	208107.00000000	-3752.00000000	u,隸屬於大海盜「札肯」的手下，負責把不服從的船員殺掉的處刑者。不可思議的是，在叛亂的時候，殺掉札肯的人也是他。之後因為船長的詛咒而復活成為不死生物，發誓從此再也不違抗船長的命令，現在於海賊隧道裡，保護札肯的寶物。\0
111	25260	45	67	93120.00000000	19440.00000000	-3607.00000000	u,惡魔巴列斯所製造的鋼鐵巨人。擁有自我思考的能力，是為了管理其他高崙而被製造出來的高崙。由於巴列斯改變心意，而將他封印，成為待機狀態。經過了漫長的歲月，他被聚集在他周圍的下級獸人崇拜為偶像，現在他判斷自己為獸人之神，並且依這樣的結論而行動。\0
112	25263	67	97	144400.00000000	-28192.00000000	-1920.00000000	u,居住於傲慢之塔的惡魔「柯爾能」的手下。與燃燒的沼澤大部分的怪物一樣，都是受到哈勒特的力量而成為惡魔，並宣誓對柯爾能效忠。目前為了執行柯爾能的密令而留在燃燒的沼澤，但她從柯爾能那兒接到什麼重要任務，至今仍不為人知。\0
113	25266	75	97	188983.00000000	13647.00000000	-2672.00000000	u,曾經是艾爾摩王國某個貴族的女兒，在戰爭中淪為俘虜，而被活埋的少女。在慢慢死去的恐怖中，引發了強烈的恨意，而召喚出惡魔，簽下了契約。因為那個契約，使她獲得了把被活埋的處女們變成血之女王的力量，並憎恨遺棄她的父母，也憎恨活埋她的人。\0
114	25269	70	180	123504.00000000	-23696.00000000	-3481.00000000	u,在艾爾摩亞丁的黃金時期，為了娛樂皇帝而被抓到大圓形競技場，並等待死亡之日到來的野獸之王。隨著帝國的滅亡，魔法師們因懼怕他的怨念，將他封印在大圓形競技場的地下，但之後因封印力量變弱而趁機逃走了。他巨大手臂所產生出的怪力，不管是什麼樣的岩石都能夠粉碎。把萬獸視為自己的手下。\0
115	25272	28	1	49248.00000000	127792.00000000	-3552.00000000	u,佔據昔日反抗軍根據地，所有豺狼部族的總指揮官。由於傑出的智慧和勇猛，使得他能在基地內指揮其他的豺狼部族。體內流著下巨人時代透過生理改造的指揮官豺狼之血，聽說可以直接對其他豺狼族的精神下達命令。 \0
116	25273	50	1	23800.00000000	119500.00000000	-8976.00000000	u,為了阻止他人入侵克魯瑪高塔，或是為了應付可能會發生的諸神戰爭，而被下巨人製造的戰鬥型高崙。與殘存至今的幾個生命體兵器藏身於克魯瑪高塔的地底下，等待著永遠不會到來的下巨人們，再次對他下達出擊命令。\0
117	25276	75	97	154088.00000000	-14116.00000000	-3736.00000000	u,接受死亡之王「哈勒特」的要求，從煉獄上來人間的恐怖死亡之王。與解除傲慢之塔封印而耗盡大部分力量的哈勒特不同，他在煉獄保存著完整的力量。比起直接行動，他更喜歡透過陰謀和策略引發混亂，現在正於亞丁城附近觀察局勢的變化。似乎和亞丁王國的上層貴族結下了某種關係。\0
118	25277	50	16	54651.00000000	180269.00000000	-4976.00000000	u,曾經決定教導人類魔法，英明的精靈女王。和半獸人戰爭後，因為人類的背叛而遭到謀殺，由於莉莉絲的力量而復活，並且登上地下墓穴支配者的地位。雖然被衝進地下墓穴的亞納擊敗，但隨著七個封印的解除，因封印石之力而重新復活。失去大部分理性，等待即將來到的安息之日，並且為了守住封印石而奮戰。\0
119	25280	55	67	85622.00000000	88766.00000000	-5120.00000000	u,殷海薩不忍看到自己的女兒「亞納」與莉莉恩軍團苦戰，所以派來的鼠人勇士。召喚當時最勇猛的鼠人，讓他穿上含有神力的黃金盔甲。現在可以說是白金族的始祖。屢次在亞納旁邊協助她作戰，但最後還是在異教徒的地下墓穴倒下。後來，隨著七個封印的解開，感受到沉睡在封印石內的殷海薩之力而甦醒。\0
120	25281	70	97	151053.00000000	88124.00000000	-5424.00000000	u,瑪麗黎恩預測那芙琳軍團即將來襲，於是向席琳祈禱而召喚出的血之王首領。擊退了無數的那芙琳，帶給光明軍勢很大的打擊。結果被親自率領那芙琳出征的亞納擊退，最後逃到了古代公墓裡。\0
121	25282	75	97	179311.00000000	-7632.00000000	-4896.00000000	u,接受死亡之王「哈勒特」的要求，從煉獄來到人間的死亡之王。哈勒特為了解除傲慢之塔封印而耗盡了大部分的力量，但他與哈勒特不同，他在煉獄儲備了完整的力量。而且，他與死亡之王「伊波斯」也不同，他不但不和人類締結同盟，而且也不聽從哈勒特的指揮，喜歡獨自行動。\0
122	25283	80	97	184410.00000000	-10111.00000000	-5488.00000000	u,被稱為深淵的聖母，等待席琳復活的古代公墓之主。曾是侍奉水之女神「席琳」的上巨人神使，但是在席琳墮落以後，女神躲入了自己創造的「死亡」裡，他身負準備女神復活的命令而留在地上，獲得新的肉體，並暗中煽動人類和精靈們，引發無數的戰爭，並且使戰死沙場的人們復活成為死亡的士兵。只要是爲了使席琳復活，任何事她都願意做，是席琳忠實的僕人。\0
123	25286	80	97	185000.00000000	-13000.00000000	-5488.00000000	u,被稱為聖火的火花、殷海薩的傳令。為了克服席琳的孩子們製造的危機，出現在初代皇帝「史奈曼」面前的天使。身為降臨在地上的光之領導，率領那芙琳們，為了擊退莉莉絲所指揮的莉莉恩軍團，縱身古代公墓裡，但卻和莉莉絲一起被封印起來。外表看來是個美麗又純潔的少女，是莉莉絲的宿敵。\0
124	25290	78	180	186304.00000000	-43744.00000000	-3193.00000000	u,光之神「殷海薩」為了懲罰巨人「亞爾古斯」的傲慢，收集亞爾古斯的黑暗面而製造出來的巨大眼怪。把亞爾古斯之壁當作根據地，與本體亞爾古斯對立，且操縱著邪惡的眼怪們，並懷著完全除去分身「亞爾古斯之眼」的陰謀，進一步統治世界的野心。\0
125	25293	78	180	134672.00000000	-115600.00000000	-1216.00000000	u,為了守護妖精女王提米妮爾所喜愛的溫泉休養地，而被派來的妖精女王部下。他感嘆自己比女王具有更強的戰鬥力，但卻要擔任守護溫泉的瑣事。因無法忍受無聊的空閒時間，所以開始騷擾路過的旅人，但卻因為調皮搗蛋過火，已到了人類無法承受的程度。\0
126	25296	74	180	158352.00000000	-121088.00000000	-2240.00000000	u,居住在溫泉地帶的雪人首領。非常傲慢而自稱為冰柱大王，不過實際上卻是個膽小鬼。曾經為了證明自己的力量，而衝進火龍巴拉卡斯的巢穴，但是看到巴拉卡斯的睡相後卻害怕的逃走。非常害怕巴拉卡斯，一聽到火龍咆哮的聲音，就會因恐怖和戰慄而暴躁起來。\0
127	25299	80	180	148160.00000000	-73808.00000000	-4919.00000000	u,是司令官泰爾的左右手，受到很多肯特拉獸人尊敬的獸人勇士。揮舞著被稱為毀滅者的巨斧，奪走無數賽勒諾斯們性命的恐怖元兇。比起肯特拉司令官泰爾，他是賽勒諾斯們更畏懼的對手。\0
128	25302	80	180	145504.00000000	-81664.00000000	-6016.00000000	u,長久以來領導肯特拉獸人的司令官。毫無慈悲之心而且非常魯莽，是個喜歡賭博的賭徒。比起精密的謀略作戰，更善於在最前線直接率領部下們衝鋒陷陣，是忠於本能的猛將。與巴瑞卡的摩斯勝負是「一勝一負」。\0
129	25305	80	180	145008.00000000	-84992.00000000	-6240.00000000	u,接受火之魂靈「那斯特倫」的力量，將自己的身體獸化的肯特拉獸人勇猛族長。只靠強烈的力量和殘酷領導著肯特拉一族。在戰鬥中他卻覺得部下們礙手礙腳，而喜歡獨自擊倒敵人。和巴瑞卡族長「荷魯斯」戰鬥過幾次，但是都沒有獲得勝利。\0
130	25306	80	180	142368.00000000	-82512.00000000	-6487.00000000	u,肯特拉獸人的魂靈引導者「亞瑟法」所召喚出的火之魂靈。殘忍而具有強烈的暴力傾向，是個想要燃燒周圍所有事物的精靈。曾賦予肯特拉族長「布拉齊」野獸的力量，是亞瑟法咒術的力量泉源。\0
131	25309	80	180	115552.00000000	-39200.00000000	-2480.00000000	u,巴瑞卡的大賢者，又被稱為「巴瑞卡的希望」的咒術士。他曾預言巴瑞卡賽勒諾斯的未來在高達特領土上，並說服族長荷魯斯把賽勒諾斯帶進高特達領土。為了幫助幫助司令官摩斯對抗勇猛的肯特拉獸人，他拖著垂老的軀體親自前往前線。\0
132	25312	80	180	109216.00000000	-36160.00000000	-938.00000000	u,指揮巴瑞卡賽勒諾斯，與肯特拉獸人展開永無止盡戰爭的司令官。在巴瑞卡賽勒諾斯們無數的戰鬥背後，藉著周詳的計畫和準備而獲得勝利的智將。因泰爾難以預料的莽撞戰術而陷入苦戰中。\0
133	25315	80	180	105584.00000000	-43024.00000000	-1728.00000000	u,強悍的傭兵民族「巴瑞卡賽勒諾斯」的年輕族長。受到摩斯和夏帝斯輔佐，率領著巴瑞卡一族。他是一對一決鬥絕對不會輸給任何人的優秀劍士。\0
134	25316	80	180	105452.00000000	-36775.00000000	-1050.00000000	u,巴瑞卡賽勒諾斯的魂靈引導者「烏丹 瑪雷杜伊」所召喚出來的水之魂靈。善變卻又具有溫和個性的水之魂靈。同時也是賦予魂靈引導者魔力的泉源。\0
135	25319	80	180	184542.00000000	-106330.00000000	-6304.00000000	u,巴拉卡斯的獵狗。巴拉卡斯為了懲罰那些趁自己睡眠的時候，擅自闖進自己的領土或欺負自己部下的敵人們，巴拉卡斯按照自己的形象，用熔岩捏造而成的怪物。\0
136	25322	66	200	93296.00000000	-75104.00000000	-1824.00000000	u,惡魔帝雷歐的崇拜者們，為了奪取殷海薩的聖物「輝煌的聖杯」而被派遣的艾爾摩貴族。生前是個傑出的騎士，但是卻陷入永生和權力的誘惑，而將自己的靈魂賣給惡魔帝雷歐，化身成為吸血鬼。\0
137	25325	70	200	91008.00000000	-85904.00000000	-2736.00000000	u,為了守護光之神殷海薩的聖物「輝煌的聖杯」而下凡的大天使。表面上並不顯眼，但卻持續監視著艾爾摩王國境內惡魔們的一舉一動。\0
138	25328	71	200	59331.00000000	-42403.00000000	-3003.00000000	u,因叛亂之罪而遭到滅門的「潘 哈曼」家族的長子。他是位很優秀的戰士，不過在他一展長才之前，家族卻慘遭屠殺。死後透過惡魔的契約復活成為吸血鬼的他，懷著復仇的心，現在仍舊於亡者的森林中遊蕩著。\0
140	25339	81	180	175610.00000000	-72453.00000000	-71.00000000	u,皇子芙琳泰沙為了獲得永生而與哈里夏訂下契約時，被出賣的四名守護騎士之一。身負守護皇子安全的重任，並為皇子盡心盡力，然而卻因皇子的愚昧而被犧牲。生前美麗動人且實力傑出，又因火爆的個性，曾被稱為暴炎女武神「亞雷提雅」。\0
141	25342	81	180	175610.00000000	-72453.00000000	-71.00000000	u,皇子芙琳泰沙為了獲得永生而與哈里夏訂下契約時，被出賣的四名守護騎士之一。身負守護皇子安全的重任，並為皇子盡心盡力，然而卻因皇子的愚昧而被犧牲。生前美麗動人且實力傑出，又因深謀遠慮的個性，曾被稱為智慧女武神「帝夏思」。\0
142	25346	81	180	175610.00000000	-72453.00000000	-71.00000000	u,皇子芙琳泰沙為了獲得永生而與哈里夏訂下契約時，被出賣的四名守護騎士之一。身負守護皇子安全的重任，並為皇子盡心盡力，然而卻因皇子的愚昧而被犧牲。生前美麗動人且實力傑出，又因北風般冷酷無情的個性，曾被稱為風雪女武神「梅卡拉」。\0
143	25349	81	180	175610.00000000	-72453.00000000	-71.00000000	u,皇子芙琳泰沙為了獲得永生而與哈里夏訂下契約時，被出賣的四名守護騎士之一。身負守護皇子安全的重任，並為皇子盡心盡力，然而卻因皇子的愚昧而被犧牲。生前美麗動人且實力傑出，又因出身於象牙塔，曾被稱為象牙塔女武神「莫利格爾」。\0
144	25352	30	30	-16912.00000000	174912.00000000	-3264.00000000	u,因為污染荒原的黑魔法之力而產生突變、獲得高度智能的邪惡蜥蜴。比其他邪惡蜥蜴更加強大，並且使用那股力量令弱者屈服，然後納爲自己的部下。他很憎惡住在周圍的其他種族。因為那份憎惡，而把所有見到的生命體趕盡殺絕。\0
145	25354	35	30	-16096.00000000	184288.00000000	-3817.00000000	u,荒原翼魔們的首領。競爭心很強，並且反抗古代翼魔們的統治。他說與其等待不知何時復活的女神，倒不如現在用自己的力量來為翼魔們建造王國。\0
146	25357	21	30	-3456.00000000	112864.00000000	-3456.00000000	u,居住在古魯丁山地的鼠人族族長。雇用食人妖傭兵們，搶劫來往古魯丁城的旅人們。為了制止搶劫，古魯丁領主甚至發出懸賞金，但是他們躲在丘陵地帶裡擺脫追捕者的追擊，繼續搶劫來往的人們。\0
147	25360	26	1	29216.00000000	179280.00000000	-3624.00000000	u,擁有虎斑條紋的凶狠蜜蜂。身為胡蜂首領，佔據著巢穴。為尋找最甜的蜂蜜而率領著部下橫行古魯丁領土的暴君。\0
148	25362	23	30	-55920.00000000	186768.00000000	-3336.00000000	u,因為擊敗討伐蜥蜴人的傭兵部隊而聞名的蜥蜴人戰士。經常追蹤敵人所留下來的痕跡，趁著敵人在休息時襲擊而獲得勝利，也因此得到了追擊者的稱號。\0
149	25365	26	30	-62000.00000000	190256.00000000	-3687.00000000	u,預言自己將會成為偉大的蜥蜴人征服者，並且向世人顯示自己面貌的教主。以強壯的體格為傲，否定受到死靈「畢佛隆」支配的蜥蜴人信仰，高喊只有透過自己才能成為征服者，追隨者人數正逐日增加。\0
150	25366	23	30	-62368.00000000	179440.00000000	-3594.00000000	u,最近在古魯丁南部蜥蜴人之間傳道的新興宗教祭司。身為侍奉教主庫勒保洛斯的狂信者，相信總有一天教主能帶領蜥蜴人成為榮耀的征服者。帯領著少數的信徒和弟子們，傳播庫勒保洛斯的榮耀。\0
151	25369	25	30	-45616.00000000	111024.00000000	-3808.00000000	u,在悲哀廢墟中遊蕩的幽靈。是巴列斯的追隨者在戰爭裡用黑魔法捕捉枉死居民的靈魂製作而成。遊蕩在廢墟裡，奪取粗心冒險者們的靈魂。\0
152	25372	20	30	-111092.00000000	232173.00000000	-3448.00000000	u,昔日為了守護美麗的精靈廢墟而被製造出來的石之守護者。雖然是為了守護巨大建築而製造出來的守護者，但是因為精靈們拋棄說話之島，他的能力也因無法發揮而終被遺棄。現在因為沒有守護的對象，而在廢墟內遊蕩，處決入侵的冒險家和盜賊。\0
153	25373	21	67	9649.00000000	77467.00000000	-3808.00000000	u,精靈和黑暗精靈之戰時被召喚出來的惡魔。身為惡魔達高尼爾的手下，被黑暗精靈召喚，殺害了無數的精靈戰士。惡魔達高尼爾從召喚自己的黑暗精靈手中逃脫後，他也跟著一起被解放。現在身為達高尼爾的副官而獨自行動。\0
154	25375	20	67	22500.00000000	80300.00000000	-2772.00000000	u,黑暗精靈們為了扭轉戰況而製造出來的不死戰士。精靈和黑暗精靈戰爭的初期，處於弱勢的黑暗精靈，為了測試新獲得的黑魔法之力，而使被擊倒的戰士們重新站了起來。法拉克蘇斯是當時站起來的不死戰士之一，是個在戰爭期間殺害無數同族精靈的怪物。曾經是勇敢精靈騎士的他，現在只是渴望吸取活人之血的怪物罷了。\0
155	25378	20	67	-54096.00000000	84288.00000000	-3512.00000000	u,黑暗精靈以黑魔法創造出來的怪獸。黑魔法學院的魔法師研究擅長對精神攻擊的怪獸們後，製造出來會引起狂亂的怪獸。表面上看起並無特異之處，但卻能進行強烈的精神攻擊。擁有高度智能，甚至能控制其他野獸。\0
156	25380	21	67	-47367.00000000	51548.00000000	-5904.00000000	u,是屍妖之王伊克魯斯的弟子兼傳令的魅魔。從屍妖之王伊克魯斯還獨自擁有哈汀學院的時候起，到現在仍在侍奉著伊克魯斯。從屍妖之王那裡學到了使喚蝙蝠的方法和黑魔法，是個對伊克魯斯忠心耿耿的奴隸。\0
157	25383	34	1	51632.00000000	153920.00000000	-3552.00000000	u,在狄恩農民叛亂時，站在農民那一邊，拒絕了亞席頓公爵殘酷的處決命令，卻遭到處死的勇敢騎士。他制裁了屠殺農民叛亂份子與他家人的齊奧汀，但卻因這個罪名讓他受到酷刑。因為對亞席頓的不義感到憤怒，成為亡靈。\0
158	25385	36	1	53600.00000000	143472.00000000	-3872.00000000	u,在刑場附近，吸取亡靈怨恨與血的惡魔。在刑場颳起憎恨和怨恨的風暴，而他就在那中心操縱其他的亡靈們。也有傳聞說，亞席頓過度的征討和處刑的原因，就是因為司令坦佛斯特的緣故。\0
159	25388	35	1	40128.00000000	101920.00000000	-1241.00000000	u,由豺狼族組成的強力傭兵隊「赤眼」的隊長。和其他豺狼一樣，是格勒西亞進攻亞丁時被派遣來的部隊。然而在戰敗時被高層捨棄而無法回到自己的國家。他宣稱那些遺棄部隊而逃走的格勒西亞軍隊是膽小鬼，並留在戰爭中所佔領的狄恩領土，專門進行搶劫和破壞的勾當。沉醉在只有靠「赤眼」才能在戰爭中獲勝的妄想中。\0
160	25391	33	1	45600.00000000	120592.00000000	-2455.00000000	u,血腥君主「奴爾卡」為了和國王高層交流而派遣的使者。身為勇猛的豺狼戰士，身負祕密任務，在前往亞丁的路上。\0
161	25392	32	1	29928.00000000	107160.00000000	-3708.00000000	u,侍奉沼澤司塔卡拓女王「潔魯娜」的親衛隊長。是沼澤司塔卡拓之內擁有最強力量的勇士，領導著由司塔卡拓貴族組成的親衛隊。他的殘忍程度並不亞於潔魯娜，也因執行女王的命令，殺害了無數的同族。\0
162	25394	38	121	129025.00000000	219237.00000000	-3678.00000000	u,自稱為至高無上之人「普雷姆 普萊」，來歷不明的怪物，也有人說是巨人們實驗的產物，但是包括他自己，沒有人知道他的起源為何。擁有兩個頭，而兩個頭各自自稱為是普雷姆和普萊。實際上他的智能很低。\0
163	25395	45	1	15000.00000000	119000.00000000	-11900.00000000	u,巨人們為了防衛克魯瑪高塔而製造的綜合管理型人工智慧體。指揮著克魯瑪高塔中眾多高等基座，建構攻擊入侵者的系統。\0
164	25398	35	1	5000.00000000	189000.00000000	-3728.00000000	u,巴列斯之亂時，身為惡魔巴列斯間諜的眼怪之一。從巴列斯被封印以來，負責將情報提供給巴列斯的追隨者們。\0
165	25401	32	16	117808.00000000	102880.00000000	-3600.00000000	u,追隨安塔瑞斯的辛達蜥蜴人首領。辛達蜥蜴人主張自己是繼承地龍之血的勇士一族。率領著蜥蜴人手下，攻擊敵對安塔瑞斯的人。\0
166	25404	33	16	35992.00000000	191312.00000000	-3104.00000000	u,身為與海賊王「札肯」一起縱橫奇岩南部海域的海賊，自稱是札肯唯一的敵手。聽到札肯失蹤的消息以後，他貪圖札肯的寶物，闖進了札肯的根據地，但卻失去了所有的部下，而自己也變成不死生物歸來。懷著總有一天要向札肯報仇的怨恨。\0
167	25407	60	16	115072.00000000	112272.00000000	-3018.00000000	u,在艾爾摩亞丁帝國時期，率領地龍討伐隊遠征安塔瑞斯的貴族。因為身為指揮官卻又昏庸無能，使得大部分遠征隊遭到死亡的命運，而且自己也犧牲在地龍的爪下。安塔瑞斯為了嘲笑他的愚蠢，而使倒下的「義西卡」復活，並賦予他守護龍之谷的任務。\0
168	25410	40	16	72192.00000000	125424.00000000	-3657.00000000	u,佔據死亡迴廊，威脅奇岩領土的山賊團「食腐王」的首領。天生膽小的食腐王們，他們的首領也一樣，專門襲擊連自己都無法保護的老弱婦孺或沒有自衛能力的商隊。\0
170	25415	40	16	128352.00000000	138464.00000000	-3467.00000000	u,率領著「哥肯的花園」的亞龍們，與曾經佔領此地的「哥肯」們戰鬥的亞龍首領。個性古怪且佔有慾強，將對戰爭不感興趣的亞龍一併捲入與哥肯的戰爭。憎惡著哥肯的首領「史坦諾亞」。\0
171	25418	44	67	62416.00000000	8096.00000000	-3376.00000000	u,因奧爾芬失去所愛之人後，一心想報仇的不死騎士。由於年輕時熱愛冒險的心，和情人一起加入了孢子之海遠征隊，卻因捲入奧爾芬的陰謀而失去了情人，只剩下自己。為了替情人報仇，得到了不死之身後，穿梭在孢子之海內尋找著奧爾芬。\0
172	25420	48	67	42032.00000000	24128.00000000	-4704.00000000	u,追隨瑞克妮奧爾芬的瑞芭。他和其他住在孢子之海的怪物不一樣，擁有卓越的智力，關於魔法方面的知識也相當淵博。他按著奧爾芬的命令，尋找著會阻止孢子擴張的象牙塔結界之缺口。\0
173	25423	61	97	113600.00000000	47120.00000000	-4640.00000000	u,幾千年來，統治著妖精谷所有妖精的女王。個性善變且古怪。因為席琳的封印逐漸變弱而感到不安。\0
174	25426	25	138	-18048.00000000	-101264.00000000	-2112.00000000	u,瑪剌庫狼人們的族長。曾經和烏魯吐半獸人結盟，並且和平共存，但是後來卻趁著烏魯圖半獸人衰弱的時候，襲擊了他們，使他們受到很大的打擊。現在正虎視眈眈著半獸人的故鄉「不滅高原」，和麾下的狼人們一起攻擊著半獸人。\0
175	25429	25	138	172064.00000000	-214752.00000000	-3565.00000000	u,財富的商人們要收回積欠的貨款時，塔羅斯就會出現並開始催討。古代的財富商人們與住過地獄的下級惡魔簽下契約，只聽從財富的商人的請託。只有矮人公會的元老們知道他的存在。\0
176	25431	44	67	79648.00000000	18320.00000000	-5232.00000000	u,古代象牙塔的魔法師，在研究操縱炎之精靈的火焰石裡所含的「火焰的祕密」時，在研究過程創造的副產品。被當做是失敗品而丟棄的它，竟然甦醒後在象牙塔的附近流浪，解放許多炎之精靈，成為魔法師們傷透腦筋的對象。\0
177	25434	55	97	104096.00000000	-16896.00000000	-1803.00000000	u,為了爭奪山賊城寨，正在和其他山賊團首領競爭的奧耶豺狼戰士。自己雖然無法直接使用咒術，但是有關魔法和咒術方面的知識卻相當淵博，而且把傑出的咒術師當作自己的部下。雖是奧耶豺狼，但是非常慎重而且也非常小心。\0
178	25437	45	67	67296.00000000	64128.00000000	-3723.00000000	u,領導提瑪克獸人戰士，野心勃勃的英雄。和采爾圖巴或拉葛斯不一樣，他只是個只知道戰鬥的戰士。雖擁有強韌的力量，但他是個除了用斧頭破壞，對其他事情都缺乏興趣的戰士。在不能理解「采爾圖巴的理想」或「拉葛斯的智慧」的半獸人們之中，得到相當多的支持。 \0
179	25438	44	97	107000.00000000	92000.00000000	-2272.00000000	u,入侵獵人村莊的公會，偷走了公會的象徵「傳說的弓」而聞名的鼠人盜賊。和其他鼠人們不同，是個膽大心細，會利用周詳計畫擺脫獵人們追捕的實力派高手。在鼠人之間是個傳奇般的盜賊。\0
180	25441	45	97	111440.00000000	82912.00000000	-2912.00000000	u,席琳的孩子之中，繼承每條龍堅強血統的魔物。諸神的戰爭終結後，帝國的勢力興起的期間，在地底下安靜地沉睡著，不過隨著混沌的時代興起而甦醒，並且用恐怖的方式統治整個獵人之谷的魔物。是獵人公會最頭疼的角色之一。\0
181	25444	65	97	116430.00000000	17847.00000000	-4384.00000000	u,奉皇帝巴溫之命，建設傲慢之塔的總負責人。因為塔的施工進度一直延遲，於是被皇帝處了死刑。含冤而死的他，因傲慢之塔崩潰而失控的生命能源讓他復活了起來。對巴溫懷恨在心，在傲慢之塔的周圍為了報仇而遊蕩著。\0
182	25447	71	97	113230.00000000	17847.00000000	-1424.00000000	u,曾在皇帝身旁輔佐的魔法師。奉皇帝之命探究永生的祕密，因而進行傲慢之塔的建設。後來因殷海薩的憤怒而被天使們殺死。但是已查出祕密的她，在天使撤退後又復活過來；現在正為著巴溫的復活而奔波忙碌。\0
183	25450	79	97	113230.00000000	14647.00000000	9559.00000000	u,天使首領，率領著懲罰之火「斯萊爾」與許多天使守護傲慢之塔與巴溫。是光之神殷海薩的直屬智天使。\0
